src,dst,relationship
491,1655,friend
49,1310,friend
1692,362,friend
1203,171,follow
1731,290,friend
1564,1116,follow
1163,772,follow
163,1597,follow
569,33,friend
1040,1870,follow
691,1716,friend
634,1182,follow
503,1665,friend
537,1249,follow
912,372,follow
480,715,friend
1717,1331,follow
1748,644,friend
819,181,friend
354,1542,follow
1906,1984,friend
841,1660,friend
882,1661,friend
1849,1450,follow
1901,1640,friend
722,248,follow
349,1198,follow
1159,249,friend
1036,1347,friend
1021,315,follow
1179,1655,follow
1903,932,friend
1502,588,follow
1523,1465,follow
158,1603,friend
1708,464,follow
22,1742,friend
498,1671,follow
1955,341,friend
207,741,friend
1717,1681,friend
272,1890,friend
246,669,friend
678,326,friend
113,1079,follow
586,737,friend
1985,183,friend
923,130,friend
1919,1815,follow
1513,1127,friend
1862,1281,friend
52,803,friend
888,1075,follow
325,1901,follow
1708,814,follow
356,1214,friend
1421,1538,follow
333,264,friend
166,1090,follow
202,747,follow
1606,537,follow
1508,2,follow
267,1896,follow
981,485,follow
642,1019,follow
704,1897,friend
1858,758,follow
110,1158,follow
889,896,friend
884,552,follow
1376,1014,friend
1756,481,friend
1314,136,friend
1477,1820,friend
1847,599,follow
1248,1768,friend
1227,891,friend
1659,548,friend
1683,1696,friend
878,737,follow
122,1168,friend
1125,614,friend
1586,1763,friend
786,1148,follow
598,1097,follow
1054,1902,friend
1002,1712,friend
596,1024,follow
1716,301,friend
648,1214,follow
33,1850,friend
1406,75,friend
23,1162,friend
1301,1779,friend
1468,953,follow
499,1091,follow
1218,24,friend
398,285,friend
504,1435,friend
1705,142,follow
650,506,friend
645,162,friend
957,1969,follow
1157,2000,friend
345,624,follow
1618,897,follow
501,383,friend
310,1569,friend
76,1173,friend
1855,86,friend
1084,963,follow
177,1979,follow
115,1101,follow
1789,1718,friend
1742,1872,follow
1675,650,friend
1792,1989,friend
357,634,follow
169,583,friend
260,701,follow
1612,301,friend
1101,1317,friend
1034,95,friend
1471,96,follow
1983,1934,friend
132,1455,friend
1515,368,friend
450,44,friend
70,577,follow
512,922,follow
952,1194,follow
913,1266,follow
1449,2000,friend
1251,1261,follow
1184,39,friend
788,39,follow
793,383,follow
662,866,friend
1498,1138,friend
1933,1066,follow
1969,723,follow
185,1466,friend
661,1395,follow
599,517,friend
1034,445,friend
406,122,friend
26,655,follow
31,999,follow
1211,1081,friend
1378,255,follow
911,1543,friend
1119,1492,friend
1052,270,friend
1590,1077,follow
1621,390,friend
88,752,follow
1984,1004,friend
1550,1678,follow
1488,800,friend
1493,1144,follow
1775,76,friend
61,60,friend
959,1210,follow
1144,209,follow
141,763,friend
1734,1206,follow
703,466,follow
610,275,follow
1047,276,follow
1878,204,follow
1976,739,follow
1544,1082,follow
73,70,friend
570,876,follow
179,1220,friend
1822,272,friend
1390,615,follow
1882,1077,follow
488,1975,follow
1689,682,follow
288,1163,follow
324,820,friend
663,286,follow
1217,1626,friend
1160,1092,follow
1222,1970,follow
38,234,friend
1631,677,follow
910,163,friend
967,697,follow
1464,1503,friend
170,353,friend
1782,92,friend
39,836,friend
1311,507,follow
1975,487,follow
623,887,friend
1120,1693,follow
1878,554,follow
1873,210,follow
971,1570,follow
1649,502,friend
1711,1380,friend
346,1518,friend
336,830,friend
1349,964,friend
807,415,friend
239,897,follow
1455,636,friend
715,826,follow
1952,1442,follow
116,1995,friend
496,1462,friend
835,928,friend
1494,564,follow
1556,1442,friend
592,1924,follow
1366,1318,friend
1027,1852,friend
3,1529,friend
332,307,friend
1266,1114,follow
870,1114,follow
1837,903,friend
336,1180,follow
828,1642,friend
1172,1452,follow
86,251,friend
1414,985,follow
674,1175,friend
956,107,friend
1023,1329,follow
1357,451,follow
1885,570,follow
44,779,friend
1049,298,friend
1762,1668,friend
845,1996,friend
1132,1272,friend
1507,395,follow
1111,395,friend
103,605,friend
1189,1806,friend
163,1410,follow
605,1755,follow
137,189,friend
762,241,follow
696,1873,friend
1410,462,follow
1415,806,follow
639,1339,friend
1840,46,friend
1943,925,follow
45,600,follow
66,1477,follow
1375,1407,friend
1308,185,follow
933,1062,follow
1774,1678,follow
482,601,friend
1758,1145,friend
406,1545,follow
683,133,friend
1347,113,friend
846,1817,friend
101,1663,follow
722,61,friend
435,785,follow
815,252,follow
1216,596,follow
307,1539,follow
255,1349,follow
98,611,follow
215,1950,friend
210,1606,friend
27,1899,friend
837,950,follow
436,606,friend
1272,878,follow
1652,345,follow
155,364,follow
709,1704,friend
365,1894,friend
241,138,follow
678,139,friend
1139,1288,friend
1524,1099,follow
1550,68,friend
1113,67,friend
1271,1407,friend
1949,339,friend
560,1581,friend
641,1011,follow
990,1165,follow
1821,1093,follow
1852,406,friend
1456,406,follow
463,1648,follow
453,960,friend
1294,1576,friend
544,1078,follow
893,1232,follow
924,545,friend
1192,1299,friend
1197,1643,friend
1078,231,follow
1166,78,follow
1283,1417,friend
228,1781,friend
109,369,follow
642,832,follow
981,298,friend
1098,1637,friend
795,1828,follow
1905,417,friend
1134,1294,friend
1965,1222,friend
986,642,friend
499,554,follow
1345,1514,follow
321,1191,follow
1821,1443,friend
1754,221,friend
756,1119,friend
782,88,friend
376,1652,follow
1690,1926,follow
1217,16,follow
412,1309,friend
1680,1238,friend
1714,822,friend
654,842,friend
1151,1648,follow
1032,236,friend
1956,355,follow
906,1063,friend
161,909,friend
1622,1233,follow
1627,1577,follow
1429,838,friend
1529,1042,follow
653,1371,friend
182,1786,friend
1864,766,follow
1812,576,follow
403,442,follow
351,252,follow
957,1782,follow
468,1591,follow
1182,180,friend
1337,1249,friend
1772,1177,friend
1777,1521,friend
306,509,friend
280,1540,follow
1157,1813,friend
1183,782,friend
1921,519,friend
214,920,friend
1212,22,friend
152,42,friend
711,1726,follow
217,1191,friend
1485,1120,follow
1521,777,friend
1141,1310,friend
1767,52,friend
1586,1926,follow
1863,514,friend
917,1602,follow
177,1792,friend
1240,535,friend
1742,1685,follow
1388,1187,follow
266,329,follow
891,381,follow
820,1669,follow
1859,772,follow
1692,1598,follow
1193,719,friend
231,1274,follow
635,1889,follow
1674,992,friend
265,858,follow
1005,668,friend
1669,648,friend
1067,1546,follow
41,1150,follow
1942,1746,follow
1937,1402,follow
1446,1542,follow
1286,129,follow
1246,730,follow
1533,6,follow
1681,658,follow
282,1212,friend
220,334,friend
261,335,follow
230,1022,friend
378,1674,friend
1789,1881,friend
292,1900,friend
1722,659,follow
1938,1223,follow
1214,1946,follow
714,88,friend
1989,1942,friend
1593,1942,follow
132,1618,follow
805,206,follow
70,740,follow
1840,1819,follow
708,273,friend
713,617,follow
369,807,friend
1210,1423,friend
1143,201,follow
181,756,friend
1550,1491,follow
1056,956,friend
1087,269,friend
1051,612,follow
1796,766,follow
185,1629,friend
863,561,friend
1202,27,follow
1334,146,follow
1795,1295,friend
391,1505,friend
1425,264,friend
764,555,follow
1144,22,follow
523,1624,friend
1545,366,friend
1201,556,friend
335,1573,follow
338,1844,friend
1443,89,friend
1448,433,follow
1169,1772,friend
546,1793,follow
484,915,friend
88,915,friend
610,88,friend
580,1377,follow
914,499,friend
12,1859,follow
1046,618,friend
325,104,friend
1944,1768,follow
1887,1234,follow
1349,427,follow
1223,1254,friend
1684,151,follow
285,705,friend
1561,1249,friend
141,926,friend
232,1044,friend
915,320,friend
1813,1470,follow
60,1526,follow
1443,439,follow
39,649,follow
571,510,friend
566,166,friend
870,577,follow
104,1798,follow
813,43,friend
541,1799,follow
42,920,friend
1690,316,follow
1534,557,follow
1896,192,follow
1161,726,friend
1612,1187,friend
650,1742,follow
1460,793,friend
1054,105,follow
622,448,follow
1212,1445,friend
1499,721,follow
95,931,friend
147,1121,friend
1458,720,friend
248,1927,friend
525,515,follow
1124,1598,follow
1418,1321,friend
1361,787,follow
1392,100,friend
55,1532,friend
520,171,follow
891,1804,follow
1326,1732,follow
1608,664,follow
1603,320,friend
1264,854,friend
1511,731,follow
1115,731,friend
979,870,follow
984,1214,follow
239,1060,friend
1008,110,follow
1357,264,friend
1455,799,friend
106,1470,friend
882,937,friend
424,59,follow
825,403,follow
1327,1553,follow
1604,141,friend
1697,332,friend
1767,1825,follow
1507,208,friend
103,418,follow
1655,860,follow
163,1223,friend
189,192,friend
1040,1496,friend
1071,809,friend
1133,1687,follow
1871,1424,friend
1902,737,friend
1410,275,friend
691,1342,follow
477,70,follow
943,1563,follow
1758,958,friend
406,1358,friend
1316,613,follow
1185,1096,follow
404,1285,friend
727,218,friend
1718,1559,follow
1088,1163,friend
1026,285,follow
1148,1968,follow
1533,1779,follow
1122,747,friend
1580,1625,follow
463,1111,friend
57,423,follow
1862,557,follow
497,695,follow
158,1229,follow
163,1573,follow
1624,1897,friend
1619,1553,friend
304,300,follow
801,1106,friend
806,1450,follow
431,75,follow
1329,1225,follow
1611,157,follow
1707,619,follow
339,486,follow
1139,1101,friend
1576,1102,follow
404,1635,friend
1605,342,friend
646,1168,friend
307,1702,follow
1883,1784,friend
1487,1784,friend
1857,563,follow
453,773,follow
544,891,follow
1755,286,follow
1760,630,friend
366,1528,friend
858,1990,friend
791,768,follow
1971,850,friend
892,1574,follow
1262,353,friend
1095,1179,friend
1759,1159,follow
293,491,follow
1139,1451,follow
1468,229,follow
1905,230,follow
1478,917,friend
910,1399,friend
941,712,friend
1908,501,friend
946,1056,follow
222,1779,follow
944,983,follow
1319,106,follow
1371,296,follow
1777,984,follow
1811,568,follow
1680,1051,friend
1284,1051,follow
1227,517,follow
279,1532,friend
1588,1462,follow
13,70,friend
156,378,friend
992,650,follow
1434,995,friend
997,994,friend
1494,1800,follow
1028,307,friend
799,255,friend
1463,235,friend
1645,1215,friend
802,526,follow
468,1404,follow
1249,1215,friend
681,1697,friend
1772,990,follow
1587,1210,follow
1618,523,friend
1112,1883,follow
1060,1693,friend
1055,1349,follow
1485,933,follow
91,1831,follow
511,727,friend
1956,518,follow
1295,809,follow
1768,467,friend
1880,1462,follow
768,1292,follow
326,947,follow
18,794,follow
1193,532,friend
1979,687,friend
327,1549,follow
1005,481,follow
1106,1287,follow
1476,66,follow
103,1841,follow
1593,1405,friend
1942,1559,follow
913,892,friend
1567,184,friend
1440,409,friend
70,203,friend
1343,476,friend
1291,286,follow
1687,286,friend
1850,1970,friend
811,615,follow
759,425,friend
1819,405,follow
1972,1401,friend
917,1765,follow
506,733,friend
1199,697,follow
1686,815,friend
225,491,follow
753,610,friend
1214,1759,friend
190,1436,friend
1974,693,follow
71,24,friend
1370,1518,follow
185,1092,follow
370,91,follow
411,92,friend
523,1087,follow
1801,1704,friend
335,1036,follow
338,1307,follow
1150,431,friend
708,86,follow
436,1842,friend
1554,1046,follow
1929,169,friend
1580,15,friend
683,1719,friend
277,1031,friend
27,102,follow
1954,1919,friend
467,374,friend
1298,302,follow
1303,646,friend
1394,764,friend
831,1590,follow
1149,179,follow
1698,1175,friend
1359,1709,follow
1114,1124,friend
708,436,follow
770,1314,follow
1262,1776,follow
1448,246,friend
135,574,follow
1174,1929,friend
632,1380,follow
1514,1997,follow
1349,240,friend
392,1139,friend
1944,1581,follow
421,379,follow
1319,1529,follow
1699,996,friend
288,789,follow
1993,719,friend
1602,1063,follow
1996,990,follow
1813,1283,friend
1412,939,friend
1068,1129,friend
342,271,friend
1899,1057,follow
1503,1057,friend
870,390,friend
1443,252,follow
37,389,friend
966,852,follow
843,1950,friend
1213,729,friend
1557,539,friend
1674,1878,follow
874,1263,follow
650,1555,follow
249,1211,follow
187,333,friend
741,1673,follow
1126,1484,follow
116,1621,friend
496,1088,follow
556,1893,follow
243,1396,follow
936,1360,follow
1423,1478,friend
1366,944,follow
399,1155,follow
1793,257,follow
1951,1597,follow
1178,893,friend
89,929,friend
777,549,follow
1665,1011,follow
930,1545,follow
1259,323,follow
1711,1356,friend
1608,477,friend
732,806,follow
1086,1304,follow
398,1684,follow
1568,1078,follow
174,1976,follow
1516,888,follow
148,755,friend
1669,1884,follow
336,806,friend
203,1216,follow
1511,544,friend
1414,611,follow
1357,77,follow
1968,1951,friend
1916,1761,follow
116,1971,friend
445,749,friend
44,405,friend
885,1021,friend
1265,488,follow
1762,1294,follow
1436,1309,friend
352,1689,follow
1563,1084,friend
1162,740,follow
503,1104,follow
1845,16,friend
1998,1012,friend
995,1566,friend
1277,498,friend
1430,1494,friend
1805,617,follow
292,103,friend
1901,1079,friend
414,1786,follow
1221,566,follow
101,1289,follow
1625,1181,follow
1219,493,friend
1057,1663,follow
749,1510,follow
630,98,friend
1559,561,follow
996,1387,follow
153,698,follow
158,1042,follow
1369,437,follow
1918,1433,follow
123,1987,friend
61,1109,friend
832,232,follow
400,575,friend
995,1916,follow
1298,1725,friend
1707,432,follow
141,1812,friend
1519,381,friend
1579,1186,follow
617,1741,friend
1667,1033,follow
1104,1859,friend
1976,1788,friend
78,1463,follow
792,52,friend
458,930,follow
1385,1320,friend
325,1340,friend
356,653,friend
320,996,friend
1536,735,follow
801,1269,follow
734,47,follow
739,391,follow
949,1921,friend
1252,1730,follow
1002,801,follow
1105,1680,follow
205,457,friend
1592,1798,friend
1975,1536,friend
944,796,friend
1847,38,follow
1346,1742,follow
162,6,follow
1526,397,friend
1992,1890,friend
531,1566,friend
552,191,follow
648,653,friend
658,1341,follow
1377,274,follow
439,1977,follow
1463,48,follow
1358,1752,friend
900,874,follow
1772,803,follow
428,1818,follow
1152,1095,follow
1183,408,friend
993,284,follow
649,474,follow
1824,212,follow
1946,1895,follow
29,766,friend
1784,813,follow
1290,278,follow
961,1500,friend
1393,1157,friend
1675,89,follow
362,417,follow
635,1515,friend
666,828,friend
1999,1906,follow
194,1772,friend
142,1582,follow
856,171,friend
1405,1167,friend
1943,1974,follow
97,1839,friend
40,1305,friend
35,961,friend
446,1993,friend
881,1921,friend
819,1043,follow
1261,1388,follow
1691,972,follow
631,992,follow
225,304,friend
1495,1514,friend
1219,1916,friend
591,1593,follow
534,1059,friend
1995,1383,follow
589,1520,friend
969,987,friend
661,834,follow
1893,1106,follow
929,1588,follow
1927,690,friend
810,176,follow
1801,1517,friend
1744,983,follow
1496,1635,follow
436,1655,friend
1114,587,friend
395,1654,friend
1554,859,friend
1647,1050,follow
616,310,friend
1175,1994,follow
1051,238,friend
1954,1732,friend
1985,1045,follow
1923,167,friend
1704,803,follow
1016,1183,friend
1365,1337,friend
1303,459,friend
448,1665,friend
730,597,friend
1893,1456,friend
370,254,friend
1273,1748,follow
769,525,friend
492,1937,follow
1323,1865,follow
581,474,follow
180,130,follow
1166,1127,follow
765,783,friend
333,1126,follow
1508,864,friend
207,1953,friend
1169,1398,follow
1174,1742,friend
1817,1619,follow
1843,588,friend
1442,244,follow
351,951,friend
1509,1466,friend
1452,932,follow
545,1948,friend
874,726,follow
920,1071,friend
1417,1877,friend
254,1018,friend
1355,999,follow
350,1480,friend
792,1825,friend
1967,1563,friend
1592,188,follow
530,135,follow
977,824,friend
1459,598,follow
65,1496,follow
3,618,friend
1058,254,friend
1997,1405,follow
161,1958,follow
156,1614,friend
930,1008,follow
1372,1353,friend
1028,1543,follow
1859,1471,follow
1807,1281,follow
565,321,follow
778,614,friend
1781,60,friend
1213,542,follow
874,1076,friend
1653,814,friend
624,147,follow
439,367,follow
434,23,follow
95,557,follow
1027,1291,friend
552,1964,follow
839,1240,follow
1675,1512,follow
1766,1630,follow
362,1840,friend
1797,943,friend
336,619,friend
357,1496,follow
117,1255,friend
609,1717,follow
645,1374,friend
512,1784,friend
450,906,follow
1780,1713,friend
942,1368,follow
1413,953,friend
14,1507,follow
291,95,follow
1564,368,friend
1629,1517,follow
220,1383,follow
204,850,follow
1030,434,follow
634,434,follow
701,1656,follow
1912,1051,follow
164,1451,friend
102,573,follow
441,39,friend
1375,846,follow
532,157,follow
938,845,follow
1277,311,follow
26,1517,follow
1190,1066,friend
1713,841,follow
257,861,follow
749,1323,follow
744,979,follow
692,789,follow
1924,1061,friend
1518,373,friend
181,1805,friend
1184,1251,friend
1533,1405,follow
1559,374,friend
1046,1317,follow
1806,251,friend
1928,1934,follow
25,1265,friend
61,922,follow
395,44,follow
949,1384,friend
1774,1467,friend
370,1677,friend
26,1867,friend
1545,1415,follow
1641,1877,follow
669,1744,follow
1574,655,follow
550,332,friend
703,1328,follow
1145,1673,follow
1479,795,follow
990,604,friend
1919,1067,friend
1518,723,follow
458,743,follow
893,671,friend
544,517,follow
1046,1667,follow
1719,255,follow
1390,1477,friend
1192,738,follow
858,1616,follow
421,1615,follow
791,394,friend
1288,1200,friend
228,1220,follow
285,1754,follow
755,737,follow
1105,1493,follow
699,805,follow
293,117,friend
1874,543,follow
141,1975,friend
1975,1349,follow
347,1851,follow
1438,1144,follow
909,1554,friend
1623,143,friend
219,353,follow
167,163,friend
1060,969,friend
284,1502,follow
721,1503,follow
664,969,follow
1094,553,friend
1684,1550,follow
1622,672,follow
901,158,follow
526,1035,friend
1398,964,friend
1434,621,friend
997,620,follow
276,106,friend
491,1980,friend
1499,1770,follow
527,1637,follow
408,225,follow
465,759,friend
520,1220,friend
525,1564,friend
1640,497,follow
1244,497,follow
1306,1375,friend
1772,616,follow
777,1785,follow
376,1441,follow
1988,1180,follow
1181,148,follow
121,168,friend
1014,974,follow
675,1508,follow
217,630,friend
1511,1780,friend
86,1113,follow
1946,1708,friend
